b0,b0_se,b1,b1_se,sigma,log_sigma_se,n,loglik,country,yrs,yr_min,yr_max,Species,Drug,year_ref
-1.2927339563092608,0.059405163949666336,-0.011589794527574665,0.012419479137041462,2.1480108789787207,0.017296056447157798,1964,-4152.58681924717,United Kingdom,18,2007,2024,Pseudomonas aeruginosa,Meropenem,2015
0.45960502371327816,0.10064722983174412,-0.0994019766023874,0.021246784599252475,3.319536673195112,0.02389510077191182,1324,-2983.869942042289,Venezuela,18,2007,2024,Pseudomonas aeruginosa,Meropenem,2015
11.322570322473355,0.7705016874314029,0.4148373282567209,0.0695800767737521,6.046236497416518,0.08018256470386938,895,-587.5479634016839,Argentina,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
-1.5477306020187038,0.09755208095566327,-0.088537112602826,0.016178034606176273,1.9104517730241393,0.03834585789824988,406,-819.2801117664809,Australia,16,2007,2024,Acinetobacter baumannii,Meropenem,2015
0.6786137772160932,0.47252317076585565,0.1524273542381344,0.09567122342480731,3.3257907560051327,0.07667376349825862,131,-293.92886343214826,Austria,10,2008,2024,Acinetobacter baumannii,Meropenem,2015
0.03538163511204737,0.14288550818241907,-0.00023276356196027956,0.029196510919657245,3.1752485397041186,0.03679964893225444,564,-1263.4061968353494,Belgium,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
10.298944932335065,0.7380300503734788,0.4617897933841714,0.08008617801770099,7.809531779760123,0.07304915391372771,949,-738.1103933435984,Brazil,17,2007,2024,Acinetobacter baumannii,Meropenem,2015
9.13023705122714,1.0735097762200987,0.6745068696167486,0.1584416177436627,4.916507239555059,0.10575602824881866,240,-266.2825766045213,Bulgaria,7,2008,2024,Acinetobacter baumannii,Meropenem,2015
-1.3565944123325617,0.07425655715225585,-0.06097313689592671,0.013433454454739747,1.8304052074434671,0.030198951502298454,631,-1260.2250529462535,Canada,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
1.3284766824028433,0.16630131408264096,-0.3018227636219806,0.02949094985480074,3.069683617786398,0.046107195711943855,392,-800.9957162922221,Chile,16,2007,2024,Acinetobacter baumannii,Meropenem,2015
7.401329709668562,0.3405884672746229,-0.06702086661684381,0.05021314488876019,7.288076729894131,0.03417405396953441,2038,-2845.3855260609816,China,16,2008,2024,Acinetobacter baumannii,Meropenem,2015
2.047907086910324,0.24350283568701583,-0.39642260183130856,0.04067568969838142,4.540314109524376,0.05008249664022041,494,-935.8591368212199,Colombia,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
1.6552005306534194,1.5440221288209754,-0.44180844769018784,0.25431897675281717,2.4807640837473284,0.11943943688228584,45,-99.00445789202162,Costa Rica,7,2018,2024,Acinetobacter baumannii,Meropenem,2015
7.5946290333432085,0.4100946923338059,0.5509135510186736,0.052104580981300566,4.146389180304009,0.07225703078886743,869,-523.5176973172568,Croatia,16,2007,2024,Acinetobacter baumannii,Meropenem,2015
-0.5250814275690986,0.1385544556012595,-0.00023486478470400882,0.025684099036885535,2.9894868981772933,0.0350212753441369,564,-1287.1294785449754,Czech Republic,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
0.23847287342459392,0.41774115985973065,0.16083631506477697,0.07432073516386593,2.8516377507110326,0.07818451619681017,121,-265.3947346561044,Denmark,14,2007,2021,Acinetobacter baumannii,Meropenem,2015
-0.027191032505212164,0.9194731652770792,-0.10691019549583233,0.1414197711825044,2.095562250851897,0.08167960241752634,88,-185.6759615048337,Dominican Republic,7,2018,2024,Acinetobacter baumannii,Meropenem,2015
-1.6351090523792395,0.2619161132756103,-0.08473362965298589,0.041202044252550536,1.9136229183644489,0.07678838396124041,97,-197.45546743799449,Finland,11,2007,2024,Acinetobacter baumannii,Meropenem,2015
-0.3921602732731641,0.05938786724824857,0.013017710222464712,0.011565662809096619,2.5271342919853867,0.017836952113245735,2063,-4527.649996621858,France,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
-0.4164285860817627,0.07866317672680345,0.014554875670224548,0.015327822071235555,2.925105489862282,0.021469216407818424,1526,-3445.584928591159,Germany,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
6.873082074026537,0.29671288392005624,0.5117181686073591,0.045137489182788273,3.5573594634448673,0.058977774331769775,927,-716.6185172537231,Greece,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
8.435221539650483,0.6084148137403748,0.4537874456055596,0.07138735145793643,5.348856102621801,0.08692869277322672,488,-428.48733572725104,Guatemala,15,2007,2024,Acinetobacter baumannii,Meropenem,2015
2.362560316216303,0.41530856837275987,0.24215148525636535,0.0763768066049994,4.358248830272092,0.08705993756900676,148,-294.4669689839612,Hong Kong,11,2007,2021,Acinetobacter baumannii,Meropenem,2015
3.4847249654447214,0.27629345119391363,0.22334416597058415,0.04541835541115714,4.856164461472672,0.051794835408997125,556,-950.219008357891,Hungary,17,2007,2024,Acinetobacter baumannii,Meropenem,2015
11.606507462995689,0.7524633531247583,0.5103950709348951,0.07959703012853961,9.171028254406671,0.06323707033208761,1449,-1073.4037044058366,India,12,2007,2024,Acinetobacter baumannii,Meropenem,2015
-0.5930702860440242,0.24127208899493569,0.08637844610844088,0.04425295416543722,2.7662808867479924,0.06902396241729397,148,-327.57820475025767,Ireland,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
6.742226350307863,0.36361348140500777,0.008826018707446679,0.04598060021840999,6.214040793085682,0.05204875502964608,872,-1170.0893437695167,Israel,16,2007,2024,Acinetobacter baumannii,Meropenem,2015
7.505912435190862,0.20591799032150815,0.4646105588183679,0.030343336711001548,5.480201871107938,0.030269664054234584,2929,-3268.756895165037,Italy,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
1.0025696397299644,3.584157756789632,-0.17220518413048522,0.4882334905804562,3.537565569950587,0.15500189770285247,34,-77.38548735129066,Ivory Coast,5,2020,2024,Acinetobacter baumannii,Meropenem,2015
-1.9745497816985123,0.13554213890434902,-0.020575559237980733,0.028930913098006043,1.417229300539794,0.04942030838954621,228,-404.3789813783966,Japan,13,2012,2024,Acinetobacter baumannii,Meropenem,2015
13.855188328864605,2.366462761131104,0.24423753493199657,0.20754932166581022,8.447210320971108,0.1950361321084159,219,-126.47681878842452,Jordan,13,2010,2024,Acinetobacter baumannii,Meropenem,2015
9.409715269584392,0.6251103384647435,0.4514038954834758,0.06852068295617796,7.2549549873273875,0.06945896804422587,787,-734.1186373677727,"Korea, South",17,2007,2024,Acinetobacter baumannii,Meropenem,2015
8.357260743983703,0.7194106298020488,-0.10878488940892772,0.10927822550170077,7.183763371095814,0.06507024863341672,626,-795.8758195156979,Kuwait,13,2012,2024,Acinetobacter baumannii,Meropenem,2015
9.250579460837638,1.1463994833722215,0.6430200028388563,0.13898568121450317,5.607982443228134,0.15141199364949687,241,-144.2105000798938,Latvia,10,2008,2022,Acinetobacter baumannii,Meropenem,2015
7.080480048828378,0.8376428917674587,1.0742774100178498,0.13852047379178928,5.589332231294748,0.12075532846540091,368,-210.0909790821414,Lithuania,11,2008,2024,Acinetobacter baumannii,Meropenem,2015
6.824945913772152,0.7246525143784414,0.20020335169416478,0.10373380353337017,7.494487587685127,0.07461042999522073,461,-614.7604102480352,Malaysia,14,2008,2024,Acinetobacter baumannii,Meropenem,2015
6.445298403033164,0.2993271174223454,0.634894368595106,0.045905551544759844,5.525599448973605,0.04485159511752198,1121,-1424.2917743545863,Mexico,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
9.150406137503357,0.9424935979446265,0.3188079154873077,0.13129611326491758,6.51461442830274,0.1038670574969406,436,-347.27113049329586,Morocco,14,2011,2024,Acinetobacter baumannii,Meropenem,2015
-1.375460215709706,0.19230328839129018,0.04607861908679359,0.0365568139170217,2.0488171816505916,0.06687404159394465,140,-286.62783069385944,Netherlands,17,2007,2024,Acinetobacter baumannii,Meropenem,2015
2.333291002683505,1.007225660107391,0.011963834943880727,0.15545043603879963,4.448708596043378,0.08191064898067808,165,-335.6143144934126,Nigeria,9,2013,2024,Acinetobacter baumannii,Meropenem,2015
6.130127170332764,0.5123528483802937,-0.33778877677613284,0.07262603131514307,5.4380272356292725,0.07305623730658875,339,-526.2679369757417,Panama,17,2007,2024,Acinetobacter baumannii,Meropenem,2015
3.360448954820905,0.4553286327601569,-0.007930617702392225,0.08111074020273382,5.618955393206923,0.06331505887437555,357,-669.0975215354742,Philippines,15,2007,2024,Acinetobacter baumannii,Meropenem,2015
4.442555664354756,0.27275799608418333,0.37818792280975155,0.046988183661085946,4.945299470900067,0.05122012767246099,652,-996.2425595766165,Poland,15,2008,2024,Acinetobacter baumannii,Meropenem,2015
7.630834191769942,0.47523513917056986,-1.0165227670027672,0.0755876634236976,5.497507619483498,0.06207714993218145,701,-750.1088131618018,Portugal,17,2008,2024,Acinetobacter baumannii,Meropenem,2015
1.2945987643990013,2.1525552064924742,-0.012536426045176305,0.3415179183373623,4.848376581133502,0.1232820688584757,68,-149.8349925598129,Qatar,6,2019,2024,Acinetobacter baumannii,Meropenem,2015
9.995842524879993,0.7475897855633639,0.44223017048528745,0.07960271957131743,7.322462742103707,0.08178694446556976,678,-575.7116846676037,Romania,16,2008,2024,Acinetobacter baumannii,Meropenem,2015
5.855679649870201,0.3615843596146504,0.43281950587702966,0.09146782111944977,4.42359691060203,0.06865403733257444,592,-634.9353844003393,Russia,7,2012,2019,Acinetobacter baumannii,Meropenem,2015
14.725494879727744,2.659949427597225,0.3206295760171039,0.2683141260491529,9.202150636100278,0.1993910762079763,176,-114.35391037718883,Saudi Arabia,10,2009,2021,Acinetobacter baumannii,Meropenem,2015
4.507544933146185,0.9954973764726739,-0.032545965441509644,0.14963831922059817,5.12405908232646,0.12178476461138546,105,-176.0164188145621,Singapore,6,2007,2018,Acinetobacter baumannii,Meropenem,2015
-0.9072304450281277,1.5535939782096695,-0.15459420165146714,0.22484269137059612,2.476591208560379,0.09344155109322623,69,-153.40213592181124,Slovak Republic,5,2007,2011,Acinetobacter baumannii,Meropenem,2015
0.6327615291776426,0.2792667597159369,0.02403810907003952,0.04057251994415784,2.8332864849060755,0.07243821868066484,128,-287.5093859521912,Slovenia,9,2007,2024,Acinetobacter baumannii,Meropenem,2015
8.927852441691174,0.6334981839018988,0.0689869032286592,0.07724877788333445,7.193316699336109,0.07181418029606879,636,-688.9409873432035,South Africa,17,2007,2024,Acinetobacter baumannii,Meropenem,2015
3.0323346471404395,0.1089759221060307,-0.15233070268631707,0.02157245087787378,4.5714501175450595,0.021994534864353658,2546,-4838.163403062661,Spain,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
0.3074802978094574,0.31469740953608866,0.26376132792225937,0.05503049152642443,2.0571519429444822,0.054602986797244686,206,-424.98461177911395,Sweden,10,2007,2023,Acinetobacter baumannii,Meropenem,2015
-0.5512377425055657,0.2479046141105974,0.07801320632826364,0.05007759928234321,3.0809940908613025,0.06610272228704817,162,-370.98954630574195,Switzerland,17,2008,2024,Acinetobacter baumannii,Meropenem,2015
3.608902054335813,0.3381056443100006,0.0813164183059585,0.0539579420098326,5.731889018375656,0.04660057097301222,668,-1223.7326871372215,Taiwan,16,2007,2024,Acinetobacter baumannii,Meropenem,2015
9.56963935942802,0.8168833491523161,0.35830329455849136,0.1053996025334153,8.42059789783663,0.07296557782471297,763,-737.1109753415202,Thailand,16,2008,2024,Acinetobacter baumannii,Meropenem,2015
9.176722911337535,0.5913689755962241,0.5131587330719629,0.06768402580624143,6.327968424846206,0.07263277213405112,986,-691.9964658169725,Turkey,14,2008,2024,Acinetobacter baumannii,Meropenem,2015
6.436621688820593,1.4616217359860675,0.3299242689878449,0.23966742419628614,4.3019508348603095,0.13594204583599598,258,-184.90952448088933,Ukraine,7,2018,2024,Acinetobacter baumannii,Meropenem,2015
-0.6583245823650207,0.21084218820517284,-0.05535454936201998,0.040680626412844756,2.768436728275899,0.05656158692411682,210,-473.22954641537706,United Kingdom,17,2007,2024,Acinetobacter baumannii,Meropenem,2015
5.390996829316598,0.48177949426594263,-0.07283100149701435,0.07650647817900454,5.688226725375507,0.07834516468519379,307,-467.5027392591124,Venezuela,18,2007,2024,Acinetobacter baumannii,Meropenem,2015
-0.5068245302925857,0.09237258780064833,0.21880460928704787,0.026407456537972895,3.0903213626793833,0.024773504267517326,1203,-2684.2649136959462,Argentina,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.3101992316069104,0.026965023322810734,0.027644611356113336,0.00754772610016953,0.930769468567912,0.02114623676638975,1308,-1816.7111557179312,Australia,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.863650515128306,0.13507360958585457,0.08909041994748132,0.03378132828234842,1.4544729493259,0.042544684837527096,306,-551.988700926793,Austria,6,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.0914631439252096,0.033842456757029064,-0.005960957679175347,0.009746589718886816,1.3094892264577718,0.018747328453728975,1572,-2683.382733657499,Belgium,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.03638980109948795,0.08956416382557908,0.19949477902152998,0.026099001864480904,3.5812953085579613,0.021031460110050557,1967,-4271.758516943402,Brazil,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-3.0101525986932063,0.2870285711684172,0.3051133434575983,0.07975173490049144,1.2644484474503013,0.05554728588236593,180,-301.49074193767365,Cameroon,5,2020,2024,Klebsiella pneumoniae,Imipenem,2018
-2.0636666091701783,0.05813452937826243,-0.05430031518875077,0.016538316858825772,1.0005660707908426,0.02337607331504826,1057,-1537.5337795930882,Canada,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.9111387485151987,0.04068323019308072,0.07160289238234276,0.011388465876631964,1.313317418816167,0.022574535432524887,1094,-1869.0789150053802,Chile,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.1877480232685622,0.045540235268864304,0.03230018967932785,0.012125456469343597,2.5285589059566775,0.013099571121298142,3959,-8606.340563796437,China,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.1727783749446465,0.07300276457425842,0.014159064859746643,0.020805072398951654,2.5479404205278837,0.0216144685178355,1355,-3009.304083031865,Colombia,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.7292297001274495,0.27168942488589914,-0.04964012135480588,0.0730726922287452,1.8441861615950867,0.05695263823646663,182,-363.25184440097553,Costa Rica,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.5939549058951277,0.1932310198126316,0.3292836940084221,0.051814331335771256,2.612763741004617,0.0310437708979296,692,-1513.4178380768117,Croatia,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2767113257596128,0.02873812071919582,0.013917642710696206,0.008399061749416821,0.958510996961035,0.021889089509669165,1216,-1722.9663727340721,Czech Republic,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.272371566519035,0.04765936598206981,-0.004961141063078914,0.013034302968038921,0.8968151219576367,0.03545290633221975,475,-644.5460430969551,Denmark,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.518469789501387,0.15788817123320203,0.07480219314197417,0.044491889516170724,1.146103284927373,0.05277039525069796,200,-316.43522528496885,Dominican Republic,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-2.130733235841614,0.2242207211090331,0.03472578808810282,0.06136116962095603,0.8633098543771188,0.0938266933113618,69,-91.31718860161534,Finland,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2981794295239055,0.022114167190598305,0.0016254846547777305,0.006418523072470647,1.002090428639006,0.015711601612617317,2321,-3380.3529957059327,France,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.287140855440172,0.025286498961038593,0.024840877156821563,0.007134566375395025,1.0996696993975532,0.016308283116641436,2108,-3250.367181162028,Germany,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
2.1123947168566874,0.16114863672854346,0.20257036982369903,0.04091963312286117,4.657274159653506,0.03174823059922689,1205,-2327.9023039796466,Greece,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.42580400301494137,0.29585534581751516,-0.05101129844199162,0.08259241150089276,3.23903258469459,0.04089012776733663,476,-1058.0599706214266,Guatemala,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.9667017445126656,0.07633584668237108,-0.044060296815822506,0.02794705447720109,1.0815868465713543,0.047893938881726605,250,-382.07236146809487,Hong Kong,6,2013,2021,Klebsiella pneumoniae,Imipenem,2018
-2.1469486915089373,0.043452600379052825,0.02415910607070458,0.012436219411460772,1.3989791095881257,0.02253794808262279,1083,-1916.6602762230423,Hungary,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
1.110529947705636,0.16271508098130216,0.20391666860373445,0.043511568872673066,3.9917229230622393,0.019097732989906288,2912,-5757.654418270174,India,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.958442456858986,0.07336378894453664,-0.0696086871817556,0.019803297342374744,0.8654801418329976,0.04453957643228371,307,-406.8591082245993,Ireland,8,2013,2024,Klebsiella pneumoniae,Imipenem,2018
-2.314600432919775,0.033036522872286714,-0.02631782610958156,0.009575342808380436,1.168682128435715,0.020365134742387818,1339,-2140.2494362595758,Israel,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.33093024201429955,0.06930678890027957,-0.0009567475077807355,0.018859625499214674,3.300899780929965,0.0168508237998946,2777,-6187.278482571737,Italy,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.402766313105884,0.18813420760911223,0.0072649214851469995,0.04363257020057014,0.8579577457648004,0.05583547900422956,184,-241.64600907710025,Ivory Coast,5,2020,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2613874974305967,0.038228229791517555,-0.02158288248856381,0.010844220428339619,0.899447190156809,0.031097657514076213,614,-833.3709366400712,Japan,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.2775690856224402,0.5806878168163212,0.09604709082904703,0.14332656659063056,3.5140250021671635,0.07006333409058021,168,-371.72390936253015,Jordan,6,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-2.006951593316157,0.17633605421113518,0.04122868452609508,0.04159824589121884,1.8679416418516597,0.06751880248939143,123,-249.64319348965853,Kenya,5,2013,2023,Klebsiella pneumoniae,Imipenem,2018
-2.0094387087148897,0.04082666897343457,0.06913719318122913,0.011628246454046405,1.4159061332270273,0.020951153373983407,1264,-2248.9583909000826,"Korea, South",13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.7152742237358938,0.0608905784925317,0.11334657589747825,0.018013032939632776,2.1001788208320087,0.022202000546784464,1243,-2596.7553776825616,Kuwait,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2190195515324174,0.15841959756967236,0.09788045469993735,0.05641435933222591,1.0649107607070758,0.05287286819767238,204,-309.1974850998024,Latvia,5,2018,2022,Klebsiella pneumoniae,Imipenem,2018
-2.0952062433047587,0.12117587266606561,0.01577572656965114,0.033040102273161454,1.2236227282779053,0.03774249923290949,389,-639.626243995054,Lithuania,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.9459793732137451,0.05722777729040373,0.10485231176144273,0.01472338155504115,1.5222108005092208,0.026863149561948105,789,-1449.9591302931958,Malaysia,10,2013,2024,Klebsiella pneumoniae,Imipenem,2018
-2.1569257247170293,0.0329024290305852,0.048365792758768025,0.00964990292117232,1.452607141529634,0.016491686703036627,2046,-3685.126503269531,Mexico,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.6614745269199298,0.18678449366120672,0.14027199660685566,0.052908303547925736,2.415889658948427,0.03347547609061256,570,-1239.6504056287345,Morocco,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2989359402547964,0.041088839227695385,-0.0026186903079396325,0.011566660263540193,0.8945883157063862,0.03276167376168708,555,-749.9628311864058,Netherlands,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.7788560208324704,0.22004038280673904,-0.07947596564379336,0.052383531902112146,1.1251216313237575,0.049843153722796185,226,-354.1078175701659,New Zealand,6,2019,2024,Klebsiella pneumoniae,Imipenem,2018
-1.5878054102610502,0.09075389348248657,0.05536993804655805,0.024311668343195498,2.2475718771286095,0.0253177978903814,967,-2067.631875512232,Nigeria,9,2013,2024,Klebsiella pneumoniae,Imipenem,2018
-2.0856015775730157,0.14550641396661113,-0.024596792227855453,0.03989321659965026,1.5693266420853345,0.036739274313184564,415,-776.0030249670739,Panama,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.6706367989605133,0.053073936607635694,0.07407931321924788,0.014614483448338274,1.9565847728947419,0.020413167325095155,1400,-2872.292389566005,Philippines,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.880450160970675,0.056583067675893495,0.1453262354571682,0.016968436384367222,1.7873077668935649,0.023331887941884996,1054,-2084.495011518443,Poland,12,2013,2024,Klebsiella pneumoniae,Imipenem,2018
-1.9506332279305558,0.04516630107204564,0.10345693686585056,0.012644434437885635,1.7951233827109312,0.018645308546798037,1627,-3233.812697521359,Portugal,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.36919249444141994,0.36539444698604184,-0.22546059484880768,0.09290497193769418,2.19746302901047,0.055469404221360076,196,-417.6365771678352,Qatar,6,2019,2024,Klebsiella pneumoniae,Imipenem,2018
-0.4847370254620153,0.09860116509189001,0.22435472534490453,0.024308006386241327,2.973383886175079,0.026876155757627983,1030,-2249.7622706875513,Romania,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.16565735936496093,0.08059500326891675,0.3836516599435922,0.02403947074148337,2.233492662137178,0.01959395879918974,1612,-3412.457151899434,Russia,8,2012,2019,Klebsiella pneumoniae,Imipenem,2018
-2.367377303223487,0.24485417473727544,0.04852313230095313,0.058275429603910696,0.7070990161519092,0.08743079923661984,87,-99.89418568049003,Slovenia,5,2020,2024,Klebsiella pneumoniae,Imipenem,2018
-1.4016035208269528,0.05652487794996878,0.2660817261776402,0.0162429681036232,2.0346920303956124,0.02121191436437319,1341,-2758.106436157039,South Africa,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.0027374088396632,0.031039425607714426,0.025419559902009264,0.00873144267077818,1.5421304812173362,0.014025575993386219,2792,-5194.12943807258,Spain,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2421306360342173,0.054391184412446926,0.009456621994922027,0.012533492191715307,0.8859226415960592,0.04257739474348013,327,-440.24721605265654,Sweden,11,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2974227384846597,0.11743988663378814,0.008083591504332023,0.03153565069925264,0.9643498477556263,0.04846896787136373,247,-350.90859400623003,Switzerland,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-1.7138576697953898,0.041673110521764686,0.06535709767494301,0.011715625572380366,1.553261726837121,0.019494193781436596,1478,-2749.0924590927466,Taiwan,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-1.4577521042363948,0.05512482899263303,0.13938551264435692,0.015570469703457865,2.086747218042241,0.020100719842479475,1512,-3146.4949268256514,Thailand,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-0.614540364901838,0.07356910631534884,0.23299126535403064,0.020904713252272243,2.785861239813256,0.020801038317205495,1581,-3488.6300282898496,Turkey,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
0.03772248979946379,0.39794077520305865,0.840763900724321,0.12219186422996568,4.046310507750116,0.0549671719337937,420,-740.6755781211181,Ukraine,7,2018,2024,Klebsiella pneumoniae,Imipenem,2018
-2.2895061502212677,0.03934471124749301,0.009814364004496118,0.011409574171166968,1.3075230897350798,0.021655316649304413,1180,-2010.2862139909341,United Kingdom,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-2.026291567319678,0.056974891217649745,0.08703539552764698,0.016317165754081497,1.7405706909995142,0.024135335769592075,976,-1912.5732371897655,Venezuela,13,2012,2024,Klebsiella pneumoniae,Imipenem,2018
-10.421586681329599,0.6998326279947621,-0.04437852066279589,0.1119212879029661,13.940471968194835,0.05714770829574179,1291,-1634.6502911260764,Argentina,11,2004,2017,Escherichia coli,Ceftriaxone,2010
-11.03783801364871,0.8310909762754727,0.20331378068824466,0.10632814310639484,10.719030053967016,0.07468500212616767,777,-863.6791153679372,Australia,9,2004,2017,Escherichia coli,Ceftriaxone,2010
-13.996358144651907,2.2268862444453434,-0.640387182702696,0.36071400416779276,19.4541698875334,0.1366058967343666,325,-362.4498009086621,Austria,7,2004,2016,Escherichia coli,Ceftriaxone,2010
-9.081307408729392,0.4874983113182624,-0.04579545822880082,0.08352459546569634,10.572545166326451,0.044749918200227265,1798,-2287.9115285871067,Belgium,14,2004,2017,Escherichia coli,Ceftriaxone,2010
-12.745935131690596,1.5326145088585164,0.08830563960399315,0.20331476591147116,19.59756316309261,0.08913926363823807,757,-884.8321217455307,Brazil,10,2004,2017,Escherichia coli,Ceftriaxone,2010
-10.203253107981583,0.532398287961828,0.25340886813363106,0.09529580565184587,11.22808484352443,0.04696813801872756,1716,-2137.034631308865,Canada,14,2004,2017,Escherichia coli,Ceftriaxone,2010
-6.058677481655636,1.236148766070387,-0.9505621626548685,0.23388746887312234,21.660270672467636,0.09055124197230384,688,-880.2215427999278,Chile,10,2005,2017,Escherichia coli,Ceftriaxone,2010
5.893599964602789,0.9961611596047889,0.5723647745805603,0.18708081205645152,19.3175637258506,0.06405154895470999,1210,-1617.8100239204841,China,9,2004,2017,Escherichia coli,Ceftriaxone,2010
-6.453487126177262,0.4915406134190245,0.3705312832282389,0.09962208619331868,10.686020932695484,0.05111604418896905,1072,-1661.758247893721,Colombia,13,2005,2017,Escherichia coli,Ceftriaxone,2010
-11.233966128713982,1.0937334498151148,0.6671197398393031,0.1824675390162207,11.790694685410282,0.0865802835829136,514,-638.9971472527457,Croatia,10,2006,2017,Escherichia coli,Ceftriaxone,2010
-11.38178679764067,1.1488226428064765,-0.1796244858969527,0.16149084254001012,13.641850535102895,0.08031043668864264,769,-866.0018527750044,Czech Republic,11,2006,2017,Escherichia coli,Ceftriaxone,2010
-14.430528669275052,1.4843234962547258,0.32655665961680863,0.19900895781460987,11.943579740801097,0.10624059857032274,509,-463.27815197067935,Denmark,11,2005,2017,Escherichia coli,Ceftriaxone,2010
-9.31671865985882,1.3231801962605303,-0.1512049733655194,0.29259184310622494,13.523873392821725,0.11302729935560425,301,-402.0385774593161,Finland,8,2006,2016,Escherichia coli,Ceftriaxone,2010
-12.112801240189158,0.4564434600058905,0.1610071228805528,0.07729218142437047,14.495228267685206,0.03315828896082185,4378,-5134.154809835172,France,14,2004,2017,Escherichia coli,Ceftriaxone,2010
-9.626563501072903,0.4008974979003616,0.021615939769390614,0.0730690002029831,13.286531562668264,0.032548241795148584,3802,-4940.687635877066,Germany,14,2004,2017,Escherichia coli,Ceftriaxone,2010
-10.071473928852408,0.81799831036348,-0.621532345946551,0.12738509723388397,12.997274330720865,0.06639560379335122,987,-1158.9013554383478,Greece,13,2004,2017,Escherichia coli,Ceftriaxone,2010
2.1441210591988087,0.7663841683434021,0.6738038513187219,0.2199912444060659,14.13220384690424,0.078493924037938,481,-801.4197035731179,Guatemala,10,2004,2017,Escherichia coli,Ceftriaxone,2010
-7.152817327548896,1.817197454222318,0.5516222527694831,0.34288474058421486,16.190876270955535,0.14755699197779318,173,-253.31033739870733,Hong Kong,7,2005,2017,Escherichia coli,Ceftriaxone,2010
-15.83445412906469,1.8493290815796621,0.6825091332693329,0.23781437839752415,18.06709376847251,0.10037838600366301,596,-656.4370198718332,Hungary,8,2004,2017,Escherichia coli,Ceftriaxone,2010
16.854158958103195,2.5336797041871244,-0.5944838137196361,0.368257888576745,21.481888677594405,0.1408123785294934,322,-357.24100274487023,India,7,2004,2016,Escherichia coli,Ceftriaxone,2010
